seed,scenario_id,policy,background_user_count,pdb_user_count,pdb_ms,pdb_packet_kb,edge_pdb_satisfaction_rate,center_agg_rate_bps,center_avg_rate_bps,prb_utilization,center_prb_share,edge_prb_share,pdb_arrivals_in_window,pdb_violation_rate,target_edge_completion_delay_ms,target_edge_queue_wait_ms,target_edge_service_time_ms,edge_backlog_bits
8,bg24_pdb10_d100_k300_seed01,hopeless_front_insert,24,10,100,300,0.0,877304.6,36554.35833333334,1.0,0.0208015873015873,0.9791984126984127,1000.0,1.0,0.0,11950.0,50.0,2334158189.0
8,bg24_pdb10_d300_k50_seed01,tail_append,24,10,300,50,0.0029940119760479044,1477198.6,61549.941666666666,1.0,0.03675335775335775,0.9632466422466422,334.0,0.9970059880239521,149.0,138.0,11.0,56516985.0
8,bg24_pdb10_d300_k50_seed01,hopeless_front_insert,24,10,300,50,0.0029940119760479044,1371662.6,57152.60833333334,1.0,0.03478876678876679,0.9652112332112333,334.0,0.9970059880239521,149.0,138.0,11.0,53333371.0
8,bg24_pdb10_d300_k150_seed01,tail_append,24,10,300,150,0.0029940119760479044,1616497.6,67354.06666666667,1.0,0.0397026862026862,0.9602973137973138,334.0,0.9970059880239521,299.0,268.0,31.0,334035607.0
8,bg24_pdb10_d300_k150_seed01,hopeless_front_insert,24,10,300,150,0.0029940119760479044,1345943.9,56080.995833333334,1.0,0.034224053724053724,0.9657759462759463,334.0,0.9970059880239521,298.0,268.0,30.0,313599241.0
8,bg24_pdb10_d300_k300_seed01,tail_append,24,10,300,300,0.0,1409860.8,58744.2,1.0,0.03517460317460318,0.9648253968253968,334.0,1.0,395.0,337.0,58.0,737901809.0
8,bg24_pdb10_d300_k300_seed01,hopeless_front_insert,24,10,300,300,0.0,1320432.5,55018.020833333336,1.0,0.03368009768009768,0.9663199023199023,334.0,1.0,328.0,274.0,54.0,675727576.0
8,bg24_pdb10_d500_k50_seed01,tail_append,24,10,500,50,0.01,2382854.6,99285.60833333334,0.9999297924297924,0.06448682294544489,0.9355131770545552,200.0,0.99,344.0,295.0,49.0,10927083.0
8,bg24_pdb10_d500_k50_seed01,hopeless_front_insert,24,10,500,50,0.01,2200504.7,91687.69583333333,0.9999297924297924,0.060781434594003855,0.9392185654059961,200.0,0.99,344.0,295.0,49.0,10281694.0
8,bg24_pdb10_d500_k150_seed01,tail_append,24,10,500,150,0.0,2438161.0,101590.04166666667,0.9999297924297924,0.06546735576673576,0.9345326442332642,200.0,1.0,580.0,462.0,118.0,156084989.0
8,bg24_pdb10_d500_k150_seed01,hopeless_front_insert,24,10,500,150,0.0,2065989.1,86082.87916666667,0.9999297924297924,0.05574567200993965,0.9442543279900604,200.0,1.0,540.0,428.0,112.0,173094222.0
8,bg24_pdb10_d500_k300_seed01,tail_append,24,10,500,300,0.0,6647503.2,276979.3,0.9999297924297924,0.1549119748944523,0.8450880251055477,200.0,1.0,1679.0,1434.0,245.0,385519119.0
8,bg24_pdb10_d500_k300_seed01,hopeless_front_insert,24,10,500,300,0.0,1821259.4,75885.80833333333,0.9999297924297924,0.05160496616062788,0.9483950338393721,200.0,1.0,718.0,510.0,208.0,401153017.0
8,bg24_pdb16_d100_k50_seed01,tail_append,24,16,100,50,0.0,922024.5,38417.6875,1.0,0.020114163614163613,0.9798858363858364,1600.0,1.0,760.0,747.0,13.0,517745418.0
8,bg24_pdb16_d100_k50_seed01,hopeless_front_insert,24,16,100,50,0.0,206616.4,8609.016666666666,1.0,0.0044761904761904765,0.9955238095238095,1600.0,1.0,118.0,107.0,11.0,571128187.0
8,bg24_pdb16_d100_k150_seed01,tail_append,24,16,100,150,0.0,922024.5,38417.6875,1.0,0.020114163614163613,0.9798858363858364,1600.0,1.0,10735.0,10691.0,44.0,1779469783.0
8,bg24_pdb16_d100_k150_seed01,hopeless_front_insert,24,16,100,150,0.0,198729.6,8280.4,1.0,0.004469474969474969,0.9955305250305251,1600.0,1.0,0.0,11978.0,22.0,1853280362.0
8,bg24_pdb16_d100_k300_seed01,tail_append,24,16,100,300,0.0,922024.5,38417.6875,1.0,0.020114163614163613,0.9798858363858364,1600.0,1.0,0.0,11974.0,26.0,3698848606.0
8,bg24_pdb16_d100_k300_seed01,hopeless_front_insert,24,16,100,300,0.0,196984.6,8207.691666666668,1.0,0.0044523809523809525,0.995547619047619,1600.0,1.0,0.0,11967.0,33.0,3773446898.0
8,bg24_pdb16_d300_k50_seed01,tail_append,24,16,300,50,0.001869158878504673,1273911.5,53079.645833333336,1.0,0.02977106227106227,0.9702289377289377,535.0,0.9981308411214953,208.0,197.0,11.0,131097026.0
8,bg24_pdb16_d300_k50_seed01,hopeless_front_insert,24,16,300,50,0.001869158878504673,1243664.9,51819.370833333334,1.0,0.029745421245421247,0.9702545787545788,535.0,0.9981308411214953,200.0,190.0,10.0,104223098.0
8,bg24_pdb16_d300_k150_seed01,tail_append,24,16,300,150,0.0,1296426.2,54017.75833333333,1.0,0.03051892551892552,0.9694810744810745,535.0,1.0,10564.0,10534.0,30.0,509698514.0
8,bg24_pdb16_d300_k150_seed01,hopeless_front_insert,24,16,300,150,0.0,1197084.9,49878.5375,1.0,0.02878083028083028,0.9712191697191698,535.0,1.0,318.0,284.0,34.0,496417916.0
8,bg24_pdb16_d300_k300_seed01,tail_append,24,16,300,300,0.0,1296426.2,54017.75833333333,1.0,0.03051892551892552,0.9694810744810745,535.0,1.0,0.0,11972.0,23.0,1125650111.0
8,bg24_pdb16_d300_k300_seed01,hopeless_front_insert,24,16,300,300,0.0,1189163.3,49548.47083333333,1.0,0.028777777777777777,0.9712222222222222,535.0,1.0,393.0,332.0,61.0,1156623667.0
8,bg24_pdb16_d500_k50_seed01,tail_append,24,16,500,50,0.00625,2153984.9,89749.37083333333,1.0,0.0544053724053724,0.9455946275946276,320.0,0.99375,540.0,461.0,79.0,58918377.0
8,bg24_pdb16_d500_k50_seed01,hopeless_front_insert,24,16,500,50,0.00625,2072485.2,86353.55,1.0,0.05247496947496948,0.9475250305250306,320.0,0.99375,508.0,439.0,69.0,52218390.0
8,bg24_pdb16_d500_k150_seed01,tail_append,24,16,500,150,0.0,1779626.3,74151.09583333334,1.0,0.04724664224664225,0.9527533577533578,320.0,1.0,0.0,11812.0,173.0,285337322.0
8,bg24_pdb16_d500_k150_seed01,hopeless_front_insert,24,16,500,150,0.0,1704454.5,71018.9375,1.0,0.045456654456654456,0.9545433455433455,320.0,1.0,0.0,11807.0,178.0,272300927.0
8,bg24_pdb16_d500_k300_seed01,tail_append,24,16,500,300,0.0,1779626.3,74151.09583333334,1.0,0.04724664224664225,0.9527533577533578,320.0,1.0,0.0,11859.0,126.0,672304079.0
8,bg24_pdb16_d500_k300_seed01,hopeless_front_insert,24,16,500,300,0.0,1669228.6,69551.19166666667,1.0,0.044637362637362635,0.9553626373626374,320.0,1.0,0.0,11781.0,204.0,641878485.0
9,bg24_pdb4_d100_k50_seed02,tail_append,24,4,100,50,0.0025,1529264.6,63719.35833333334,1.0,0.03076923076923077,0.9692307692307692,400.0,0.9975,84.0,74.0,10.0,67961719.0
9,bg24_pdb4_d100_k50_seed02,hopeless_front_insert,24,4,100,50,0.0025,979855.2,40827.3,1.0,0.021738095238095237,0.9782619047619048,400.0,0.9975,84.0,71.0,13.0,68804558.0
9,bg24_pdb4_d100_k150_seed02,tail_append,24,4,100,150,0.0,1178747.1,49114.4625,1.0,0.02534798534798535,0.9746520146520147,400.0,1.0,134.0,103.0,31.0,323860355.0
9,bg24_pdb4_d100_k150_seed02,hopeless_front_insert,24,4,100,150,0.0,934886.5,38953.604166666664,1.0,0.020526251526251527,0.9794737484737485,400.0,1.0,125.0,92.0,33.0,325430548.0
9,bg24_pdb4_d100_k300_seed02,tail_append,24,4,100,300,0.0,1031311.1,42971.29583333333,1.0,0.022477411477411478,0.9775225885225886,400.0,1.0,244.0,176.0,68.0,793127894.0
9,bg24_pdb4_d100_k300_seed02,hopeless_front_insert,24,4,100,300,0.0,915798.0,38158.25,1.0,0.020315018315018314,0.9796849816849816,400.0,1.0,213.0,144.0,69.0,780723214.0
9,bg24_pdb4_d300_k50_seed02,tail_append,24,4,300,50,0.022388059701492536,8422101.7,350920.9041666667,1.0,0.16734493284493285,0.8326550671550672,134.0,0.9776119402985075,148.0,133.0,15.0,0.0
9,bg24_pdb4_d300_k50_seed02,hopeless_front_insert,24,4,300,50,0.17164179104477612,8609457.5,358727.3958333333,1.0,0.15627350427350428,0.8437264957264957,134.0,0.8283582089552238,148.0,133.0,15.0,0.0
9,bg24_pdb4_d300_k150_seed02,tail_append,24,4,300,150,0.007462686567164179,4536607.9,189025.32916666666,1.0,0.08468864468864469,0.9153113553113553,134.0,0.9925373134328358,275.0,238.0,37.0,76372030.0
9,bg24_pdb4_d300_k150_seed02,hopeless_front_insert,24,4,300,150,0.007462686567164179,1456509.0,60687.875,1.0,0.036130647130647134,0.9638693528693528,134.0,0.9925373134328358,275.0,237.0,38.0,72868138.0
9,bg24_pdb4_d300_k300_seed02,tail_append,24,4,300,300,0.0,1611829.8,67159.575,1.0,0.03878083028083028,0.9612191697191698,134.0,1.0,334.0,269.0,65.0,200450928.0
9,bg24_pdb4_d300_k300_seed02,hopeless_front_insert,24,4,300,300,0.0,1381362.8,57556.78333333333,1.0,0.034643467643467644,0.9653565323565324,134.0,1.0,324.0,261.0,63.0,200018444.0
9,bg24_pdb4_d500_k50_seed02,tail_append,24,4,500,50,0.3875,22173567.2,923898.6333333333,0.9983107448107448,0.5144343344342978,0.48556566556570224,80.0,0.6125,468.0,409.0,59.0,0.0
9,bg24_pdb4_d500_k50_seed02,hopeless_front_insert,24,4,500,50,0.4,22145508.0,922729.5,0.9983107448107448,0.513929207641969,0.4860707923580309,80.0,0.6,463.0,409.0,54.0,0.0
9,bg24_pdb4_d500_k150_seed02,tail_append,24,4,500,150,0.0,7646464.7,318602.69583333336,0.9983107448107448,0.16961497230058348,0.8303850276994166,80.0,1.0,693.0,534.0,159.0,27633195.0
9,bg24_pdb4_d500_k150_seed02,hopeless_front_insert,24,4,500,150,0.0,2038761.7,84948.40416666666,0.9983107448107448,0.05653322798647043,0.9434667720135296,80.0,1.0,724.0,559.0,165.0,22522437.0
9,bg24_pdb4_d500_k300_seed02,tail_append,24,4,500,300,0.0,9956068.8,414836.2,0.9983107448107448,0.20534749482183884,0.7946525051781611,80.0,1.0,1139.0,810.0,329.0,104252635.0
