background_user_count,pdb_user_count,pdb_ms,pdb_packet_kb,case_label,background_packet_kb,background_period_ms,rho_bg,rho_pdb,prb_share_pdb,g_pdb_mbps,target_rho_bg,target_rho_pdb,actual_rho_bg,actual_rho_pdb,background_mapping_policy,pdb_mapping_policy,baseline_edge_pdb_satisfaction_rate,proposed_edge_pdb_satisfaction_rate,mean_delta_pdb_satisfaction_rate,mean_center_throughput_retention
32,4,100,8.2,easy,2.0,64.6,0.12003175214943579,0.300228832951945,0.7143873196662491,0.6559999999999999,0.12,0.3,0.12003175214943579,0.300228832951945,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0
40,8,100,5.5,critical,2.0,80.8,0.11995747507508588,0.40274599542334094,0.7705056846844737,0.44,0.12,0.4,0.11995747507508588,0.40274599542334094,candidate_domain_solve_period,candidate_domain_solve_packet,0.933,0.94725,0.014249999999999999,1.0
