background_user_count,pdb_user_count,pdb_ms,pdb_packet_kb,case_label,background_packet_kb,background_period_ms,rho_bg,rho_pdb,prb_share_pdb,g_pdb_mbps,target_rho_bg,target_rho_pdb,actual_rho_bg,actual_rho_pdb,background_mapping_policy,pdb_mapping_policy,repeat_count,baseline_edge_pdb_satisfaction_rate,proposed_edge_pdb_satisfaction_rate,mean_delta_pdb_satisfaction_rate,std_delta_pdb_satisfaction_rate,ci95_delta_pdb_satisfaction_rate,mean_center_throughput_retention,std_center_throughput_retention,ci95_center_throughput_retention,mean_delta_prb_utilization,mean_delta_center_prb_share,mean_delta_edge_prb_share
32,4,50,4.1,L01,2.0,64.6,0.12003175214943579,0.300228832951945,0.7143873196662491,0.6559999999999999,0.12,0.3,0.12003175214943579,0.300228832951945,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.9962500000000001,0.9962500000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,4,50,5.5,L03,2.0,64.6,0.12003175214943579,0.40274599542334094,0.7703962100400497,0.88,0.12,0.4,0.12003175214943579,0.40274599542334094,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.8099999999999999,0.8065,-0.0035000000000000005,0.007826237921249264,0.00686,0.9998865535718,0.0002536739252597324,0.00022235499927198533,0.0,-0.00025335775335775244,0.00025335775335775244
32,4,50,6.1,L05,2.0,64.6,0.12003175214943579,0.4466819221967963,0.788196830987172,0.976,0.12,0.45,0.12003175214943579,0.4466819221967963,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.7737499999999999,0.7737499999999999,0.0,0.0,0.0,0.9984966335648,0.0033616295441987174,0.0029465982129919864,0.0,-0.00019181929181928957,0.00019181929181928404
32,8,50,2.0,L02,2.0,64.6,0.12003175214943579,0.2929061784897025,0.7093225319271285,0.32,0.12,0.3,0.12003175214943579,0.2929061784897025,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.9960000000000001,0.9960000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,8,50,2.7,L04,2.0,64.6,0.12003175214943579,0.39542334096109844,0.7671344143190062,0.43200000000000005,0.12,0.4,0.12003175214943579,0.39542334096109844,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.84825,0.845875,-0.002375,0.005310661446562,0.004654999999999999,0.9999523829534,0.00010647495308535362,9.332941133598105e-05,0.0,0.0001406593406593437,-0.0001406593406593215
32,8,50,3.1,L06,2.0,64.6,0.12003175214943579,0.45400457665903887,0.7908986833662857,0.496,0.12,0.45,0.12003175214943579,0.45400457665903887,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.483375,0.48149999999999993,-0.001875,0.0060110575192722955,0.005268924226063609,1.0000500235385998,0.00035765823025867005,0.0003135012613036981,0.0,-1.4407814407818576e-05,1.4407814407824127e-05
40,4,50,4.1,L07,2.0,80.8,0.11995747507508588,0.300228832951945,0.714513603172027,0.6559999999999999,0.12,0.3,0.11995747507508588,0.300228832951945,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.97775,0.97775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,4,50,5.5,L09,2.0,80.8,0.11995747507508588,0.40274599542334094,0.7705056846844737,0.88,0.12,0.4,0.11995747507508588,0.40274599542334094,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.8029999999999999,0.80325,0.00025,0.0005590169943749474,0.0004899999999999999,0.9997812251646,0.0004891954037207365,0.00042879867738400797,0.0,0.0005106177604176976,-0.0005106177604176976
40,4,50,6.1,L11,2.0,80.8,0.11995747507508588,0.4466819221967963,0.7883001505849611,0.976,0.12,0.45,0.11995747507508588,0.4466819221967963,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.7384999999999999,0.7390000000000001,0.0005,0.0011180339887498947,0.0009799999999999998,1.0006383377424002,0.0014273665846101678,0.0012511419751040159,-5.6898656898662916e-05,0.0007398447956800836,-0.000739844795680078
40,8,50,2.0,L08,2.0,80.8,0.11995747507508588,0.2929061784897025,0.7094501440382627,0.32,0.12,0.3,0.11995747507508588,0.2929061784897025,candidate_domain_solve_period,candidate_domain_solve_packet,5,0.9782500000000001,0.9782500000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
