region,scene_point_count,scene_point_share,proposed_win_rate,mean_delta_pdb_satisfaction_rate,mean_center_throughput_retention,mean_delta_prb_utilization,mean_delta_center_prb_share,mean_delta_edge_prb_share
critical,7,0.3888888888888889,0.2857142857142857,0.00021563342317142855,1.0002641125404572,1.3954299668598023e-06,4.761007512550851e-05,-4.76100751255101e-05
feasible,11,0.6111111111111112,0.0,0.0,1.0,0.0,0.0,0.0
