seed,scenario_id,policy,background_user_count,pdb_user_count,pdb_ms,pdb_packet_kb,edge_pdb_satisfaction_rate,center_agg_rate_bps,center_avg_rate_bps,prb_utilization,center_prb_share,edge_prb_share,pdb_arrivals_in_window,pdb_violation_rate,target_edge_completion_delay_ms,target_edge_queue_wait_ms,target_edge_service_time_ms,edge_backlog_bits
7,bg48_pdb4_d100_k50_seed00,tail_append,48,4,100,50,0.0,14497699.7,302035.41041666665,1.0,0.25065140415140413,0.7493485958485958,400.0,1.0,153.0,127.0,26.0,66322647.0
7,bg48_pdb4_d100_k50_seed00,hopeless_front_insert,48,4,100,50,0.0,1919468.5,39988.927083333336,1.0,0.037193528693528696,0.9628064713064713,400.0,1.0,108.0,90.0,18.0,38524752.0
7,bg48_pdb4_d100_k150_seed00,tail_append,48,4,100,150,0.0,14238650.4,296638.55,1.0,0.2457991452991453,0.7542008547008547,400.0,1.0,350.0,277.0,73.0,385037683.0
7,bg48_pdb4_d100_k150_seed00,hopeless_front_insert,48,4,100,150,0.0,1916186.6,39920.55416666667,1.0,0.03734920634920635,0.9626507936507936,400.0,1.0,0.0,11863.0,92.0,351022810.0
7,bg48_pdb4_d100_k300_seed00,tail_append,48,4,100,300,0.0,14201945.6,295873.86666666664,1.0,0.24517399267399267,0.7548260073260074,400.0,1.0,723.0,559.0,164.0,864856525.0
7,bg48_pdb4_d100_k300_seed00,hopeless_front_insert,48,4,100,300,0.0,1916186.6,39920.55416666667,1.0,0.03734920634920635,0.9626507936507936,400.0,1.0,0.0,11894.0,61.0,830747705.0
7,bg48_pdb4_d300_k50_seed00,tail_append,48,4,300,50,0.007575757575757576,29446751.6,613473.9916666667,0.999998778998779,0.5086196686442841,0.49138033135571596,132.0,0.9924242424242424,285.0,262.0,23.0,0.0
7,bg48_pdb4_d300_k50_seed00,hopeless_front_insert,48,4,300,50,0.007575757575757576,29935484.6,623655.9291666667,1.0,0.49733638583638584,0.5026636141636142,132.0,0.9924242424242424,285.0,260.0,25.0,0.0
7,bg48_pdb4_d300_k150_seed00,tail_append,48,4,300,150,0.0,20820267.4,433755.5708333333,1.0,0.3443369963369963,0.6556630036630037,132.0,1.0,508.0,426.0,82.0,64172663.0
7,bg48_pdb4_d300_k150_seed00,hopeless_front_insert,48,4,300,150,0.0,3295461.2,68655.44166666667,1.0,0.06610989010989012,0.9338901098901099,132.0,1.0,348.0,290.0,58.0,42169729.0
7,bg48_pdb4_d300_k300_seed00,tail_append,48,4,300,300,0.0,17358176.8,361628.68333333335,1.0,0.2712857142857143,0.7287142857142858,132.0,1.0,939.0,751.0,188.0,210082645.0
7,bg48_pdb4_d300_k300_seed00,hopeless_front_insert,48,4,300,300,0.0,3282548.1,68386.41875,1.0,0.06533699633699634,0.9346630036630037,132.0,1.0,613.0,450.0,163.0,171135477.0
7,bg48_pdb4_d500_k50_seed00,tail_append,48,4,500,50,0.1875,39309312.5,818944.0104166666,0.9998492063492064,0.7149661762182697,0.2850338237817302,80.0,0.8125,484.0,447.0,37.0,0.0
7,bg48_pdb4_d500_k50_seed00,hopeless_front_insert,48,4,500,50,0.425,39452884.7,821935.0979166667,0.99992673992674,0.7171581556646397,0.28284184433536036,80.0,0.575,479.0,450.0,29.0,0.0
7,bg48_pdb4_d500_k150_seed00,tail_append,48,4,500,150,0.0,21625012.6,450521.0958333333,1.0,0.3798052503052503,0.6201947496947497,80.0,1.0,760.0,650.0,110.0,17488078.0
7,bg48_pdb4_d500_k150_seed00,hopeless_front_insert,48,4,500,150,0.0,7407558.3,154324.13125,0.999985347985348,0.13188960033602445,0.8681103996639755,80.0,1.0,583.0,495.0,88.0,0.0
7,bg48_pdb4_d500_k300_seed00,tail_append,48,4,500,300,0.0,13996699.7,291597.91041666665,1.0,0.28667155067155065,0.7133284493284493,80.0,1.0,1085.0,895.0,190.0,84847559.0
7,bg48_pdb4_d500_k300_seed00,hopeless_front_insert,48,4,500,300,0.0,4080918.1,85019.12708333334,1.0,0.0802057387057387,0.9197942612942613,80.0,1.0,858.0,659.0,199.0,70116529.0
7,bg48_pdb10_d100_k50_seed00,tail_append,48,10,100,50,0.0,4506293.0,93881.10416666667,1.0,0.09317826617826618,0.9068217338217338,1000.0,1.0,1450.0,1395.0,55.0,312992143.0
7,bg48_pdb10_d100_k50_seed00,hopeless_front_insert,48,10,100,50,0.0,1826632.8,38054.85,1.0,0.03517094017094017,0.9648290598290599,1000.0,1.0,0.0,11946.0,14.0,321162210.0
7,bg48_pdb10_d100_k150_seed00,tail_append,48,10,100,150,0.0,4452707.9,92764.74791666666,1.0,0.09238217338217339,0.9076178266178266,1000.0,1.0,5075.0,4920.0,155.0,1112685588.0
7,bg48_pdb10_d100_k150_seed00,hopeless_front_insert,48,10,100,150,0.0,1821889.5,37956.03125,1.0,0.03536141636141636,0.9646385836385837,1000.0,1.0,0.0,11945.0,15.0,1121463085.0
7,bg48_pdb10_d100_k300_seed00,tail_append,48,10,100,300,0.0,4451025.7,92729.70208333334,1.0,0.09224542124542125,0.9077545787545788,1000.0,1.0,10658.0,10346.0,312.0,2312732563.0
7,bg48_pdb10_d100_k300_seed00,hopeless_front_insert,48,10,100,300,0.0,1816933.5,37852.78125,1.0,0.035308302808302806,0.9646916971916972,1000.0,1.0,0.0,11945.0,15.0,2321318021.0
7,bg48_pdb10_d300_k50_seed00,tail_append,48,10,300,50,0.0,11969952.2,249374.00416666665,1.0,0.18858913308913308,0.811410866910867,331.0,1.0,4888.0,4823.0,65.0,53901059.0
7,bg48_pdb10_d300_k50_seed00,hopeless_front_insert,48,10,300,50,0.0,2949804.8,61454.26666666667,1.0,0.057637973137973135,0.9423620268620269,331.0,1.0,334.0,288.0,46.0,36731918.0
7,bg48_pdb10_d300_k150_seed00,tail_append,48,10,300,150,0.0,11806584.3,245970.50625,1.0,0.18226129426129425,0.8177387057387058,331.0,1.0,0.0,11858.0,57.0,320168277.0
7,bg48_pdb10_d300_k150_seed00,hopeless_front_insert,48,10,300,150,0.0,2845950.2,59290.629166666666,1.0,0.055647130647130644,0.9443528693528693,331.0,1.0,0.0,11839.0,76.0,290994191.0
7,bg48_pdb10_d300_k300_seed00,tail_append,48,10,300,300,0.0,11754740.0,244890.41666666666,1.0,0.18166849816849817,0.8183315018315018,331.0,1.0,0.0,11862.0,53.0,717219699.0
7,bg48_pdb10_d300_k300_seed00,hopeless_front_insert,48,10,300,300,0.0,2847517.2,59323.275,1.0,0.05577594627594627,0.9442240537240537,331.0,1.0,0.0,11772.0,143.0,722773278.0
7,bg48_pdb10_d500_k50_seed00,tail_append,48,10,500,50,0.0,7678260.4,159963.75833333333,1.0,0.13972954822954822,0.8602704517704518,200.0,1.0,714.0,658.0,56.0,0.0
7,bg48_pdb10_d500_k50_seed00,hopeless_front_insert,48,10,500,50,0.005,4725718.4,98452.46666666667,1.0,0.08833577533577533,0.9116642246642247,200.0,0.995,523.0,477.0,46.0,0.0
