region,scene_point_count,scene_point_share,proposed_win_rate,mean_delta_pdb_satisfaction_rate,mean_center_throughput_retention,mean_delta_prb_utilization,mean_delta_center_prb_share,mean_delta_edge_prb_share
critical,6,0.3333333333333333,0.5,-0.0007083333333333334,0.9999279140901333,6.147741147741007e-05,1.1991587998703514e-05,-1.1991587998697964e-05
feasible,12,0.6666666666666666,0.0,0.0,1.0,-6.410256410238623e-07,-5.684915926915576e-06,5.684915926916037e-06
