region,scene_point_count,scene_point_share,proposed_win_rate,mean_delta_pdb_satisfaction_rate,mean_center_throughput_retention,mean_delta_prb_utilization,mean_delta_center_prb_share,mean_delta_edge_prb_share
feasible,18,1.0,0.0,0.0,1.0,0.0,-3.091512782427604e-06,3.0915127824283754e-06
