region,scene_point_count,scene_point_share,proposed_win_rate,mean_delta_pdb_satisfaction_rate,mean_center_throughput_retention,mean_delta_prb_utilization,mean_delta_center_prb_share,mean_delta_edge_prb_share
critical,11,0.6111111111111112,0.5454545454545454,0.00014772727272727274,1.000798394106618,2.576312576312704e-05,-0.0003802250116479545,0.00038022501164796714
overloaded,7,0.3888888888888889,0.7142857142857143,0.001875,1.0102741044221144,-1.5681144252572514e-05,0.0022357315124936043,-0.0022357315124936043
