region,scene_point_count,scene_point_share,proposed_win_rate,mean_delta_pdb_satisfaction_rate,mean_center_throughput_retention,mean_delta_prb_utilization,mean_delta_center_prb_share,mean_delta_edge_prb_share
critical,11,0.6111111111111112,0.45454545454545453,0.001090909090909091,1.0045592316723455,2.719502719501902e-06,0.0008527398059774275,-0.0008527398059774206
feasible,3,0.16666666666666666,1.0,0.0026666666666666666,1.0000315021544666,0.0,1.533720215179576e-05,-1.533720215181057e-05
overloaded,4,0.2222222222222222,0.25,0.0004375000000000001,1.00425809295745,0.0,0.0012660245290600043,-0.0012660245290600058
